id;preco
13518783164498355150900635905895481162;114876.70013097383
299896161723793383246777788797566040330;112660.89880753057
316180649972302128246133616457018378621;250701.06908715676
222527157104148385909188217274642813298;194883.36371627767
160460343059850745858546502614838368036;160477.4157922251
262727202368986244371977784343233436999;96482.7165514807
254093764205800086330999281077926851120;232950.30833744656
26118184613036116787803832945215674478;187105.65994118512
216524630140335566712794225427064313;116135.73237386002
185631381169816366226494379020452029389;172084.57411727856
193325654448132563278364141820152041311;149317.56003100605
238917637717691361625086479663492481749;63595.352482111586
55430829679256880238551444522175018156;109048.2002948071
215317645068876070368783807654911699750;232297.09183286587
81597227204971961501733390453078413740;109813.3216528852
144896666825908872755051834814298387194;98814.40029795497
184599608599423525451999366981389806783;210577.26925951158
332523842755767369964829329030378044388;184116.37641706318
115343777354602647202140618045743635008;153585.7511958439
20757170217235469489036110086071917277;173857.17154568806
185526399598537813925895625787601650168;73809.08857995208
60658042813489826886245400795986219027;157496.16978490082
252469656136469704862465423825396909961;146227.1634346148
144289133420257677937750963126363910239;61743.362328250936
286704706212186527658783613441315754259;168608.29539022013
104788498292328609834480593297039083847;117122.17480977188
83091551517048057678460117003997132666;327552.50132440496
253819240599250454081144283787356606601;112432.95203393024
47552100267769170589122325402191982347;174894.22134792
143932540867090135955180920741784357244;163883.55925456065
196345985565471044954698780677909306202;133947.16309438174
244792708737468723430839923035345593106;96439.75829743344
84589940414664494482357035061818012137;125441.71665734678
272199586960887794853261858460695880945;120013.10674580766
49959439507026713714422386346459644032;115494.12849731062
281026519311657672970881937258693325762;81747.93025029397
93074564150014753673961081882123830374;151376.180424165
26728401390792884431172378844166640182;147767.6221883352
188211565885838356078706489204052877949;81381.57039548461
72487946181948797581370306862646034491;149802.57979972518
228864048115975611203958077134700148633;179746.18833467472
112454259487642510247400972640243226784;69997.6518111395
222663295482952330188872827964862490542;68932.75709503847
174300102534868734265445704595501072047;120190.02214089449
65616068149477861830943576277231644996;120383.46188787436
12512429268260634755522419284910697215;230706.11607311742
336344009530167442733355949279054127993;44784.81346461293
79522286518792634854353998912967788405;123913.5356590278
82689802293775881487902613650793199776;187302.17555255294
145087209205382180995284342956932775590;114949.0314656619
148379644220249469735831915363404593938;128575.41286193219
81783415914068556337040372580510327746;109616.3223664611
17392005129747944984443660408573750669;83607.4019241976
221003909581330971303914733428302885356;173132.720475884
32270994133870633595828638411924379558;181275.3268245449
44743423162474884539743903954385097896;119799.60550416453
256739781367016694034266877805520625472;196261.628855942
102069821313289958956134954896763391138;85023.5698890291
295239204594155572903470420706758961711;103040.58859662704
217043924033496343963491521400562422856;131756.56120254946
230630223901851276472648163541398202700;84199.6977540738
228794583325189840821498523768389390979;132934.51470189658
226883211751919793077312253417502568887;183948.96808940324
178727794896076301413017290746899811351;102069.09020022901
233324434070255280697734700180958891999;187851.28733751512
120196782885257163651164953359063822616;51616.1108154993
307587965035124177469706843302286678852;119031.16891382387
147918433942232310306879997092064646229;109509.99662488577
322862357217576382174561616320866894896;123563.92223938873
239523402888574028389406143855331971634;285020.3032860403
113509983214540261664688743850173663995;97465.12129929994
109891169875096641331353504149265117244;151451.13330784524
14047284765259674200352849951505593080;116539.58414842357
185048785858081984334746723407963750558;129459.13061273479
233408161489868303803711823496315975517;39605.64983649981
271868823659695867806389462405507434039;120382.46425032803
234266752075173490649523075655294035700;186159.23826481064
135193714861901808768224625797727405125;101270.69386857681
65383514239248595231552479759479421653;181500.7562679797
763500554236946546082152173974002095;111112.9785802957
263071556455718053803505933844459615897;100857.71374768362
251187863725990533753089128740859478739;52088.03463920163
254288424794027625207128200628830798586;208339.11347393543
286319605986498380547161295324785273852;213800.34902530044
18156444762146185587945140921021289232;105072.95865700766
132399590521100913284690334248594447552;129789.56102845167
103484450878268999171337512911053865440;310211.7101605593
3912270241651523146374566983699340012;203450.16245938436
289442719100949424990356122406061188257;145792.6458849485
78107569099680024366542029001316825040;118551.92332687527
35630579392702895703343792092821020757;167142.02848201006
180495442974534219664033650975071179678;94645.4770450795
310808003231123687601982759789167595573;90722.30361727113
281412885789869246852489114984059535931;114887.0416613585
115834922999693545296191213987693964898;74027.82584791788
5731801982113473737231393645963779999;95350.5068053252
256716164818036322373140286568690396129;147888.8089832093
287091925155434474451326927701130603179;173443.04154578925
34260218896401614964439670738816901101;88813.25617153222
129711525134942617432200032446355408594;92458.63705031355
63813447393601008165654825811986411111;125910.3244688848
233957718806307342910872106898233148735;179812.7031396469
138508589382193076883186189654019084427;117167.2274969353
171762617476835661595108367117122969376;84402.42942100007
7122736344425113322294078330615663312;94354.00217084333
32931879047335602142815671990698948947;51573.57327964004
230483121396274655509988841957998046697;189431.68561835468
315766672381283490639653109260892751611;210809.91239890785
301104161774368724925476221283740970391;73919.01747599099
227510606246395701960366267332503216714;126995.83452952646
228659121972304442863099815886729581779;140083.66706846424
68086809059173658965599732460689150208;198371.36503081146
169041392389609942283143480484429958744;67864.01280107762
149581053128777628511664656027161538796;129797.110632779
66252420228989686258481184814476626799;212626.822792726
262859967351480229982146627310415934358;168117.60165446118
317829998963593347122303395131613360494;120382.99451193315
24887841704125448157191892411715521315;183290.49885086372
230199425899098091542244974035896211783;188961.6910803736
74011957647759301081569160773746930781;244985.95881018203
144733803448319336946178686862337261379;123203.81193484353
142405383752199423425786993458884627343;161397.96191703333
173324636074769296529189625730653285809;185724.56648064315
155561347177954121142041908188975524664;187847.56949001853
86026435063413102427450773798842306387;97610.75147038048
229257356284378921190587377871031567334;49001.9990247507
249214025842220849314985638373204146912;140148.1730149386
83473208885390680674963932777363338591;194862.4332408243
180580369832354477560560602690825188300;107599.91974820576
259490022068441742630539072459542535148;195739.15215199103
120796267956232721185119513957760631683;163590.85084132632
241430542672617103205615601633306372934;175184.2274251252
53091847780640456849632756954612576434;188456.1886640203
171977066567630375608946040261692762526;135173.21411415027
201914625874463660453645362442088079106;191963.30014386066
84059384063449374632880341259583908854;171059.41339387622
328387208591072585760315241990965355447;203405.2617606205
17154426494022331794126934878064958948;278598.7327721947
192000139416378047888346422176422040661;105417.31650075212
180081646479210699334128198669796160399;185133.37060907154
253986101323166575416961447245174692901;97757.08309583148
82036269311688064017582673374303244526;108678.72207276555
333919908274208141229966147873771212013;186326.77236038412
313704772228414954684896419439906454998;172860.32226084225
215781134391040786413193932814799270790;94507.59476981014
323576127340260635108064420738794619615;175999.88329962335
21266736316299428255003871822385501006;129384.44346146578
186277892327196401769009247007141845185;326282.7924533227
118653739393882803347822121960128540090;133678.84194955224
178402222675267324741137977644713188119;92011.74562209184
14111625130403982018582213981963028060;165863.7864361598
325687469192316037825715120219693138391;85035.17483081801
338873463459304189674358773507615464140;105042.94873808842
245440709240117885881946071499467553000;189036.71242231916
3992284778362807624983933766586748960;116582.05088726728
177917688273646190120585781998870609412;149661.08189353492
307183333739200840624177841605072041043;121822.30671577524
335470794133402209198153397416379022899;178482.3835378982
203204241445015520264242319199812317633;133268.84365852957
134385257647410245621873088337082618012;171541.0441769263
6540687257921476537365937337199234069;135167.15052225138
203239807831030319375520809440266391745;93628.87433476247
39376528018535015868934510381824165952;276810.5311818233
333342898325227485720191018314201595565;104191.97332814574
216088076765437530118227326459456970218;101498.90404417703
294256168413360318515649740566516009388;136891.6936029299
249324748703273289890304775287749567094;229955.0347940788
227934818343215729770705513085856574374;109999.74612332354
157501721120159053919391416852016284295;189462.09630327486
297125857657343693187052534926914461136;102331.21086455807
87136029063634093621956857943240285302;99747.45092385968
199891203388386369979675076525848750178;80422.54183104944
102123055616796056444516517520597098387;73892.46085912402
237512146312820589708317540195709404676;171872.80669432893
30984280450885534059052913279584065254;143529.80089747396
126374200467604593804720277004278327103;107005.68519349571
317466905352534178610659571519473694514;157264.8012924308
52865229602472061804485324233666817912;155800.40468958588
86984224502002234419916772572194051581;174184.52182938755
114416682475133609697441993429731470073;42669.58423544636
49500288896238366923661810598993127844;186983.91582993124
15465172849640768327142827133509494439;166718.81513777652
307334256328869249308029400432335737804;135103.82446166332
228144239113577275448986710580982616029;151118.87472743329
287139027642678210570007827534054265052;139438.21179885502
89914442558408418710315807541943703503;167869.7976470682
157724668439282941424079171387574257679;188952.42831186787
210560980823314089239746782467786021918;239838.10631455056
9533463295747584642161614887871041149;131026.91344429807
36155487406786930325759004510880817087;184383.20167768784
234127326236134497876685668798607764717;74270.064700481
280305492068078804619353598740914253066;204385.4284541302
206680675239217462017215069720218496509;60471.33527456916
338819821210509135508780606674721178321;76928.49721375197
204709679839831821149432932813402540678;242444.26411857232
90875432458421346470025553495778630510;330567.3995652703
275475573967873268188137718480930488822;198114.41234972927
135798733167447402777119122060701579452;53041.75999095006
16467710364998450246536251528420949308;145665.52123362746
154737869680607241704521619955620605087;218393.38944982525
275775611271881132098534927222118097805;71658.97682271095
60452051161648408770616607730997043495;126945.25775189852
55573982790391311975887758207573440948;119525.80252106853
253718454255114896228371873750181818324;144318.79264998742
314064790115053828119555179443554195527;163325.9220541724
189570492320793832454485868809143337405;153431.24620966072
23825261604921702409641748375342950297;127012.22379736614
202301262511978571352794896695666151810;115513.79580395922
104239568090079872488280748074678202013;118456.16622956947
118155484109908082546418446225943368418;167722.27905096387
255279298803366738058226980815231053100;135614.21717567087
205713080891740291665828451730565250400;132532.08013398494
271567936429803209749917402080660109484;189280.80118933375
83500313040262972087502975096864972395;120114.22412279349
199825580750147224320742424928048221511;175030.65704423562
35503660709160520879029443480036147850;162149.65927018708
136744533749502088151319862288356809373;123485.74475173441
14646148787543855550889731877407837757;343930.855717754
175456875639756620367724513315924621300;89124.3554409126
171887264709983159676256955690666649895;95359.01585946845
5575201071375003157687971982995539245;180106.70876067824
11124399571277862461246801293141325136;228786.35097109163
278012921215945326618316328031414262851;304807.53350999916
127163062492495403313007757062409704463;49572.64088036806
302695598952433192347337048974293502177;126804.10116687078
339163194157299289931219327984398277845;39667.62829179578
253179630755522290489067862817016603658;175338.25184382658
107540865078806037752380310797439708594;156483.97308255325
202747226890809260721851930190733529606;117626.84986409925
198478944601280023843585927406172044192;130722.65081839234
286842543879735416835221285521231976811;105149.9383951191
143789229725002136498207123538125838974;166130.020507716
78201854589030752101710975166249263249;180777.1661362675
71539818043384923993008937350352775921;34307.67006121275
123838437268533573587350797170799646707;78037.63207702897
165334355852046750199663818885453553125;89007.338940768
164847888876547845123316770012937374547;129626.81990982287
101135033363139067389828698436653266246;123036.29603526862
141374361982310778378841790263765631649;84938.25398105994
51501364974414551550325981205185510805;61041.962610422
333098681727869732356509759583146783243;101505.31355701415
80234378433697420595695125518109986563;147366.5970541185
297673004618655036199009294723374585563;163517.68375494741
204724813217968425232608712280389418541;145137.68285746322
164732854026285442006125485235942552321;178206.23872555338
65445352835611637166375000661944038142;68983.7823081763
125195180397772507627695240202467616668;55258.829488365234
281257928188831742236443910034481673827;176793.2445906002
72760201997291128414816024649253969344;294129.45472944056
144585264635919229685952729581604945954;175991.10390947617
109409243019479710215976616629206450313;133602.94756531165
66976033741316305775253961608283832449;72431.17802088663
115854473798371071480763488769637364279;218521.95552169302
232720943751601322133996644526033346639;174340.11099488
323041358526122545640238179512661294945;66873.16047782573
189571065590119531459030372972988857152;146219.14551160575
278830396664534453595290082331423099313;90624.56499325024
300984310880819626428136259167264912275;99360.63403515845
173248095429072161014036748849902411499;94013.88513589326
129039911398138055955082870056864208585;153227.82116722586
146454092270544064133929926301811629242;170885.77563518164
129592620248405902350506193046355842071;46195.14696460181
55178716338064917038254616840335174957;99269.475380067
188552232778524889431723723986535909404;42603.98084916052
68738777473678077230673408625002210423;84827.8708333665
143650065470937114392016771268791037586;121320.88573096743
217143375116427375702730221309107403659;61696.08487768368
285857547045199800914494123990612675859;129627.5431389396
135307513104369620859454296925004799348;118025.522618312
2903351729996390981740848403629759694;126263.25862857881
235485459871309587269171897031165221213;158092.98780036747
296017386177026941245492297942507209980;205235.97647980545
212929532835870383542328836465070003847;208551.09263673148
44792053188804682010358556072934285054;186559.82431245528
249680012909723910609278828815276571304;177591.04064445413
188132402142981885165263956858864369324;121909.47833795329
243258499219043077613643874357523126764;104972.22684976771
